timestamp,ThetaRel_ch1,ThetaRel_ch2,ThetaRel_ch3,ThetaRel_ch4,DeltaScore_ch1,DeltaScore_ch2,DeltaScore_ch3,DeltaScore_ch4,IsGood_ch1,IsGood_ch2,IsGood_ch3,IsGood_ch4,EEG_ch1,EEG_ch2,EEG_ch3,EEG_ch4,DeltaAbs_ch1,DeltaAbs_ch2,DeltaAbs_ch3,DeltaAbs_ch4,HsiPrec_ch1,HsiPrec_ch2,HsiPrec_ch3,HsiPrec_ch4,JawClench_ch1,GammaRel_ch1,GammaRel_ch2,GammaRel_ch3,GammaRel_ch4,BetaScore_ch1,BetaScore_ch2,BetaScore_ch3,BetaScore_ch4,DeltaRel_ch1,DeltaRel_ch2,DeltaRel_ch3,DeltaRel_ch4,HeadOn_ch1,ThetaAbs_ch1,ThetaAbs_ch2,ThetaAbs_ch3,ThetaAbs_ch4,ThetaScore_ch1,ThetaScore_ch2,ThetaScore_ch3,ThetaScore_ch4,BetaRel_ch1,BetaRel_ch2,BetaRel_ch3,BetaRel_ch4,AlphaRel_ch1,AlphaRel_ch2,AlphaRel_ch3,AlphaRel_ch4,GammaAbs_ch1,GammaAbs_ch2,GammaAbs_ch3,GammaAbs_ch4,GammaScore_ch1,GammaScore_ch2,GammaScore_ch3,GammaScore_ch4,Blink_ch1,BetaAbs_ch1,BetaAbs_ch2,BetaAbs_ch3,BetaAbs_ch4,Gyro_ch1,Gyro_ch2,Gyro_ch3,AlphaAbs_ch1,AlphaAbs_ch2,AlphaAbs_ch3,AlphaAbs_ch4,Accel_ch1,Accel_ch2,Accel_ch3,AlphaScore_ch1,AlphaScore_ch2,AlphaScore_ch3,AlphaScore_ch4,Batt_ch1,Batt_ch2,Batt_ch3
1737016641.5697157,0.025881506502628326,0.028214910998940468,0.03935874253511429,0.08271917700767517,0.1204819306731224,0.4166666567325592,0.5512820482254028,0.18421052396297455,0.0,1.0,1.0,0.0,836.08056640625,817.5457763671875,819.96337890625,831.2454223632812,0.29432472586631775,-0.12010311335325241,-0.09214659035205841,0.12143052369356155,1.0,1.0,1.0,1.0,0.0,0.3645365536212921,0.49064821004867554,0.36353743076324463,0.30189186334609985,1.0,0.1666666716337204,0.8695651888847351,0.42500001192092896,0.02234414778649807,0.031257037073373795,0.023919744417071342,0.027831265702843666,1.0,0.358150452375412,-0.16457225382328033,0.12413809448480606,0.5945037603378296,0.29347825050354004,0.23076923191547394,1.0,0.7368420958518982,0.40309566259384155,0.3449782729148865,0.43613868951797485,0.3729718029499054,0.18414214253425598,0.10490155220031738,0.13704536855220795,0.21458588540554047,1.5069019794464111,1.0757192373275757,1.0896459817886353,1.15674889087677,1.0,0.23076923191547394,0.3928571343421936,0.3103448152542114,0.0,1.5505690574645996,0.9227408170700073,1.1687215566635132,1.2485735416412354,,,,,,,,,,,,,,,,,
1737016642.51972,0.025881506502628326,0.03152107819914818,0.04091891273856163,0.08271917700767517,0.1204819306731224,0.5,0.5,0.18421052396297455,0.0,1.0,1.0,0.0,821.1721801757812,793.7728881835938,792.5640869140625,826.4102783203125,0.29432472586631775,-0.05929327383637428,-0.12817169725894928,0.12143052369356155,1.0,1.0,1.0,1.0,0.0,0.3645365536212921,0.49110177159309387,0.35139068961143494,0.30189186334609985,1.0,0.2222222238779068,0.782608687877655,0.42500001192092896,0.02234414778649807,0.035957977175712585,0.023129522800445557,0.027831265702843666,1.0,0.358150452375412,-0.11648746579885483,0.11958574503660202,0.5945037603378296,0.29347825050354004,0.32692307233810425,1.0,0.7368420958518982,0.40309566259384155,0.34969791769981384,0.44058170914649963,0.3729718029499054,0.18414214253425598,0.09172125905752182,0.14397914707660675,0.21458588540554047,1.5069019794464111,1.0760829448699951,1.0534518957138062,1.15674889087677,1.0,0.23076923191547394,0.25,0.3103448152542114,0.0,1.5505690574645996,0.9286044836044312,1.1516880989074707,1.2485735416412354,5.794525146484375,-3.48419189453125,2.1533203125,1.210314154624939,0.34738147258758545,0.6659612655639648,1.0084986686706543,-0.45770263671875,0.54119873046875,0.72991943359375,1.0,0.4375,1.0,0.7121211886405945,,,
1737016642.9467158,0.025881506502628326,0.03540608659386635,0.041944168508052826,0.08271917700767517,0.1204819306731224,0.5694444179534912,0.4736842215061188,0.18421052396297455,0.0,1.0,1.0,0.0,796.1904907226562,787.7289428710938,773.2234497070312,805.054931640625,0.29432472586631775,-0.0051695373840630054,-0.15091364085674286,0.12143052369356155,1.0,1.0,1.0,1.0,0.0,0.3645365536212921,0.480444073677063,0.34027400612831116,0.30189186334609985,1.0,0.2222222238779068,0.695652186870575,0.41025641560554504,0.02234414778649807,0.04066013544797897,0.023051364347338676,0.027831265702843666,1.0,0.358150452375412,-0.06526046246290207,0.1090613380074501,0.5945037603378296,0.29347825050354004,0.42307692766189575,1.0,0.7368420958518982,0.40309566259384155,0.3500814139842987,0.4440104067325592,0.3729718029499054,0.18414214253425598,0.09340829402208328,0.15072005987167358,0.21458588540554047,1.5069019794464111,1.0673044919967651,1.0182185173034668,1.15674889087677,1.0,0.19230769574642181,0.1428571492433548,0.3103448152542114,0.0,1.5505690574645996,0.9298306703567505,1.1337828636169434,1.2485735416412354,6.26556396484375,-3.51409912109375,1.7047119140625,1.210314154624939,0.3560470640659332,0.6645607948303223,1.0084986686706543,-0.45416259765625,0.5472412109375,0.732421875,1.0,0.4375,1.0,0.7121211886405945,,,
1737016643.265718,0.025192026048898697,0.03931846097111702,0.0432920828461647,0.08271917700767517,0.14457830786705017,0.6197183132171631,0.4533333480358124,0.18421052396297455,0.0,1.0,1.0,0.0,776.0439453125,786.5201416015625,784.908447265625,796.1904907226562,0.30983132123947144,0.03520797938108444,-0.17103496193885803,0.12143052369356155,1.0,1.0,1.0,1.0,0.0,0.36650586128234863,0.46865761280059814,0.33639392256736755,0.30189186334609985,1.0,0.1666666716337204,0.6086956262588501,0.41025641560554504,0.02427980676293373,0.04498089849948883,0.02314095012843609,0.027831265702843666,1.0,0.32584917545318604,-0.0232236310839653,0.1009923443198204,0.5945037603378296,0.24175824224948883,0.5,1.0,0.7368420958518982,0.4122428596019745,0.35084137320518494,0.44478556513786316,0.3729718029499054,0.17177943885326385,0.09620165079832077,0.15238747000694275,0.21458588540554047,1.4886670112609863,1.0530354976654053,0.9914320111274719,1.15674889087677,0.97826087474823,0.1538461595773697,0.0357142873108387,0.3103448152542114,0.0,1.5397392511367798,0.927290678024292,1.1127345561981201,1.2485735416412354,7.050628662109375,-3.775787353515625,0.829925537109375,1.1595572233200073,0.36536237597465515,0.647533118724823,1.0084986686706543,-0.44964599609375,0.5439453125,0.74212646484375,1.0,0.4583333432674408,1.0,0.7230769395828247,,,
1737016643.5717494,0.027102280408143997,0.042590752243995667,0.04503386840224266,0.10021604597568512,0.1463414579629898,0.6619718074798584,0.3918918967247009,0.21052631735801697,0.0,1.0,1.0,0.0,755.091552734375,787.3259887695312,804.6520385742188,800.6226806640625,0.3199199438095093,0.06672686338424683,-0.20352232456207275,0.14291542768478394,1.0,1.0,1.0,1.0,0.0,0.36764660477638245,0.4612601399421692,0.3444795608520508,0.2928526997566223,1.0,0.1666666716337204,0.4545454680919647,0.23076923191547394,0.026874734088778496,0.048918068408966064,0.022577453404664993,0.03248074650764465,1.0,0.32358160614967346,0.006572875194251537,0.09634196758270264,0.6322267055511475,0.24175824224948883,0.557692289352417,0.9743589758872986,0.8070175647735596,0.41917821764945984,0.3506513833999634,0.4414723217487335,0.3600875735282898,0.15919816493988037,0.0965796411037445,0.14643678069114685,0.2143629491329193,1.4560062885284424,1.041203498840332,0.9799662232398987,1.0979386568069458,0.8913043737411499,0.11538461595773697,0.0,0.1034482792019844,0.0,1.512974500656128,0.9221331477165222,1.087706208229065,1.1876975297927856,7.873077392578125,-3.446807861328125,0.1495361328125,1.0925137996673584,0.3621431291103363,0.6084529161453247,0.9624391198158264,-0.45037841796875,0.54217529296875,0.75244140625,0.9610389471054077,0.4583333432674408,0.9803921580314636,0.6461538672447205,,,
1737016643.8277175,0.030904723331332207,0.04472098499536514,0.0463891364634037,0.12986598908901215,0.1463414579629898,0.7042253613471985,0.3378378450870514,0.2631579041481018,0.0,1.0,1.0,0.0,773.6264038085938,812.7106323242188,814.7252807617188,802.6373901367188,0.31778764724731445,0.09698154777288437,-0.2498050034046173,0.17821741104125977,1.0,1.0,1.0,1.0,0.0,0.37732240557670593,0.4571351706981659,0.36212968826293945,0.28183862566947937,1.0,0.1111111119389534,0.380952388048172,0.025641025975346565,0.029616987332701683,0.05255354940891266,0.02104467712342739,0.04029444605112076,1.0,0.33627164363861084,0.026890847831964493,0.09346900135278702,0.6864676475524902,0.25555557012557983,0.5961538553237915,0.9743589758872986,0.8947368264198303,0.42010024189949036,0.3466208875179291,0.43097344040870667,0.337785005569458,0.14205561578273773,0.09896938502788544,0.13946306705474854,0.21021592617034912,1.422959327697754,1.036424160003662,0.9859168529510498,1.0229727029800415,0.8260869383811951,0.07692307978868484,0.0,0.0,0.0,1.469599723815918,0.9162342548370361,1.0615031719207764,1.1016125679016113,8.022613525390625,-2.534637451171875,-0.61309814453125,0.9987051486968994,0.37188035249710083,0.5715119242668152,0.8956378102302551,-0.446044921875,0.54400634765625,0.75152587890625,0.8441558480262756,0.4791666567325592,0.9019607901573181,0.5384615659713745,,,
1737016644.0687757,0.035674676299095154,0.04583995044231415,0.046994615346193314,0.17057731747627258,0.13414634764194489,0.7464788556098938,0.2702702581882477,0.31081080436706543,0.0,1.0,1.0,0.0,792.1611938476562,817.5457763671875,815.93408203125,809.89013671875,0.3137505054473877,0.12492630630731583,-0.2982015311717987,0.23095522820949554,1.0,1.0,1.0,1.0,0.0,0.3981083333492279,0.45466548204421997,0.3862273395061493,0.2758035659790039,0.8947368264198303,0.1111111119389534,0.2857142984867096,0.0,0.032676491886377335,0.05575598031282425,0.019235143437981606,0.05180522799491882,1.0,0.3518751263618469,0.03987899422645569,0.08975115418434143,0.7485029101371765,0.2777777910232544,0.6346153616905212,0.9743589758872986,1.0,0.4077744483947754,0.34243643283843994,0.4187483489513397,0.3060721755027771,0.12576603889465332,0.1013021469116211,0.12879455089569092,0.19574172794818878,1.3995163440704346,1.0363268852233887,1.004546046257019,0.9571815133094788,0.782608687877655,0.07692307978868484,0.0714285746216774,0.0,0.0,1.4099351167678833,0.9132148027420044,1.039656162261963,1.0024055242538452,8.202056884765625,-1.62994384765625,-0.740203857421875,0.8990784883499146,0.38425347208976746,0.5276005268096924,0.8082650303840637,-0.447509765625,0.5323486328125,0.74566650390625,0.7142857313156128,0.5,0.8235294222831726,0.4153846204280853,100.0,4026.0,0.0
1737016644.313729,0.04115718975663185,0.04631023108959198,0.0465591736137867,0.21971307694911957,0.1463414579629898,0.7746478915214539,0.21621622145175934,0.3918918967247009,0.0,1.0,1.0,0.0,812.3076782226562,824.7985229492188,811.098876953125,818.7545776367188,0.3237621486186981,0.14301100373268127,-0.33784475922584534,0.2888898253440857,1.0,1.0,1.0,1.0,0.0,0.42356160283088684,0.44935983419418335,0.4082641899585724,0.2846742272377014,0.7027027010917664,0.1111111119389534,0.190476194024086,0.0,0.03730686381459236,0.057697344571352005,0.017623785883188248,0.06644009053707123,1.0,0.36641913652420044,0.04753211885690689,0.08406129479408264,0.8083155155181885,0.2888889014720917,0.6538461446762085,0.9487179517745972,1.0,0.3815585672855377,0.34262615442276,0.4060353934764862,0.27251920104026794,0.11641576886177063,0.10400645434856415,0.12151744216680527,0.15665341913700104,1.378890037536621,1.0344494581222534,1.0269973278045654,0.9208077788352966,0.739130437374115,0.07692307978868484,0.1428571492433548,0.0,0.0,1.333534598350525,0.9166756868362427,1.0246199369430542,0.9018567204475403,7.46185302734375,-0.95703125,-0.530853271484375,0.8179852366447449,0.39891543984413147,0.5006946325302124,0.6613994836807251,-0.44970703125,0.5234375,0.73980712890625,0.6103895902633667,0.5416666865348816,0.7647058963775635,0.1846153885126114,,,
1737016644.5617926,0.04115718975663185,0.04665255919098854,0.04550949111580849,0.21971307694911957,0.1463414579629898,0.7887324094772339,0.18918919563293457,0.3918918967247009,0.0,1.0,1.0,0.0,815.1282348632812,817.5457763671875,799.8168334960938,817.1428833007812,0.3237621486186981,0.1523989737033844,-0.35642412304878235,0.2888898253440857,1.0,1.0,1.0,1.0,0.0,0.42356160283088684,0.43915221095085144,0.42356881499290466,0.2846742272377014,0.7027027010917664,0.1666666716337204,0.1428571492433548,0.0,0.03730686381459236,0.05859525129199028,0.016753679141402245,0.06644009053707123,1.0,0.36641913652420044,0.05341201275587082,0.07756765931844711,0.8083155155181885,0.2888889014720917,0.6666666865348816,0.9487179517745972,1.0,0.3815585672855377,0.3490990996360779,0.3912147879600525,0.27251920104026794,0.11641576886177063,0.10650087893009186,0.12295322865247726,0.15665341913700104,1.378890037536621,1.0271515846252441,1.0463896989822388,0.9208077788352966,0.739130437374115,0.03846153989434242,0.2142857164144516,0.0,0.0,1.333534598350525,0.9274852871894836,1.0118809938430786,0.9018567204475403,5.944061279296875,-0.201873779296875,0.418701171875,0.8179852366447449,0.4118897318840027,0.5092056393623352,0.6613994836807251,-0.45318603515625,0.5166015625,0.7432861328125,0.6103895902633667,0.5625,0.7843137383460999,0.1846153885126114,,,
1737016644.805752,0.04115718975663185,0.04693026468157768,0.04494863376021385,0.21971307694911957,0.1463414579629898,0.7887324094772339,0.1756756752729416,0.3918918967247009,1.0,1.0,1.0,1.0,808.6813354492188,796.996337890625,793.7728881835938,809.084228515625,0.3237621486186981,0.1516430824995041,-0.3639005422592163,0.2888898253440857,1.0,1.0,1.0,1.0,0.0,0.42356160283088684,0.42704978585243225,0.4357265830039978,0.2846742272377014,0.7027027010917664,0.2777777910232544,0.0476190485060215,0.0,0.03730686381459236,0.05837041139602661,0.016516564413905144,0.06644009053707123,1.0,0.36641913652420044,0.05690333619713783,0.07089623808860779,0.8083155155181885,0.2888889014720917,0.6666666865348816,0.9230769276618958,1.0,0.3815585672855377,0.3613725006580353,0.37584441900253296,0.27251920104026794,0.11641576886177063,0.10627702623605728,0.126963809132576,0.15665341913700104,1.378890037536621,1.015928864479065,1.0573937892913818,0.9208077788352966,0.739130437374115,0.0,0.25,0.0,0.0,1.333534598350525,0.9434054493904114,0.9931878447532654,0.9018567204475403,4.269256591796875,0.59814453125,1.861724853515625,0.8179852366447449,0.4118897318840027,0.5218596458435059,0.6613994836807251,-0.4600830078125,0.5159912109375,0.72601318359375,0.6103895902633667,0.5625,0.8039215803146362,0.1846153885126114,,,
